Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,Count
1/22/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/2020,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1/27/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/2020,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2/27/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/28/2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2/29/2020,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,11
3/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6
3/2/2020,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,0,22
3/3/2020,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19
3/4/2020,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,35
3/5/2020,0,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,12,0,0,0,0,0,0,0,1,3,0,0,0,31,0,0,0,66
3/6/2020,0,0,0,1,17,3,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,2,0,2,0,0,1,0,0,0,8,0,0,0,49
3/7/2020,0,0,0,2,40,4,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,52,0,1,3,0,1,3,0,0,4,1,0,0,24,0,0,0,145
3/8/2020,0,0,0,0,12,0,0,2,0,3,0,0,0,0,1,1,1,0,0,16,2,0,0,0,1,0,0,0,0,0,2,1,0,2,30,0,0,8,4,0,2,0,2,3,0,2,1,20,0,0,0,116
3/9/2020,0,0,0,2,63,7,1,2,0,5,12,1,8,0,6,4,0,3,1,19,3,0,0,0,0,0,0,5,0,3,0,10,0,0,38,3,1,0,6,0,2,1,0,5,1,4,0,40,3,0,0,259
3/10/2020,0,0,0,0,27,4,1,0,0,11,2,0,6,0,6,4,0,1,4,51,1,0,2,1,0,0,0,1,0,1,1,8,0,3,28,0,0,1,2,2,1,4,4,5,0,0,0,103,0,0,0,285
3/11/2020,0,0,1,4,41,6,1,6,0,7,13,0,0,0,5,0,0,2,7,4,3,0,0,1,0,0,0,8,0,5,0,0,3,0,34,1,0,4,5,0,2,2,1,0,0,0,0,100,0,0,0,266
3/12/2020,1,0,4,0,26,25,2,0,4,10,11,0,2,0,8,2,4,4,6,12,0,1,10,7,1,1,0,0,1,1,1,6,2,4,118,1,1,5,3,0,1,1,9,2,3,0,1,92,3,0,1,397
3/13/2020,0,5,3,0,118,27,3,0,0,22,0,0,1,0,14,0,1,3,16,16,5,2,13,4,2,5,4,1,0,2,0,21,5,9,109,8,1,6,19,9,0,1,1,14,1,21,0,111,13,0,1,617
3/14/2020,0,6,4,2,98,23,12,6,2,32,23,1,1,4,17,7,0,2,51,14,13,0,8,7,1,4,2,15,0,5,1,22,3,1,93,12,0,6,6,6,6,0,14,14,13,10,2,74,8,0,1,652
3/15/2020,0,11,4,0,117,31,6,1,1,40,32,3,0,0,29,0,2,6,18,25,0,0,21,14,1,0,0,1,0,0,6,26,0,5,202,12,4,3,18,0,9,0,7,8,2,3,0,127,6,0,0,801
3/16/2020,2,7,6,6,119,29,15,5,1,32,22,3,5,0,12,11,5,1,33,34,7,13,0,19,2,2,2,7,0,0,4,78,8,19,221,13,2,8,10,1,5,1,16,1,8,5,4,137,14,0,7,962
3/17/2020,3,10,6,2,183,24,27,9,9,48,25,3,6,3,55,0,3,4,60,21,20,15,11,6,0,9,1,0,4,6,9,91,2,10,594,17,7,18,20,2,14,1,18,16,22,22,4,100,25,1,5,1571
3/18/2020,0,12,9,7,184,0,28,8,9,112,52,3,9,4,128,5,5,7,84,38,28,11,15,17,13,13,3,23,2,2,13,150,5,0,1508,19,12,9,37,10,13,0,25,31,14,10,6,181,34,1,3,2912
3/19/2020,4,27,25,17,211,94,62,32,4,104,86,10,6,12,134,20,13,13,111,72,22,9,254,12,5,16,3,74,12,5,5,323,7,36,2585,33,14,14,52,11,20,3,56,123,13,16,2,189,49,2,0,5022
3/20/2020,3,28,38,19,279,84,35,6,9,220,200,10,0,8,163,68,10,7,144,88,83,5,215,26,46,30,4,0,7,5,11,152,8,62,2211,50,6,26,84,0,44,0,73,74,34,22,12,148,51,4,4,4916
3/21/2020,2,25,18,40,207,114,30,21,6,110,72,10,24,10,168,0,10,0,227,108,0,14,238,22,18,60,8,46,2,9,10,435,14,5,4360,78,4,23,103,22,47,0,140,34,24,37,16,266,74,4,2,7317
3/22/2020,8,36,41,49,301,116,104,18,11,243,63,8,22,4,297,77,9,13,75,121,54,19,250,32,16,66,7,72,2,4,13,587,8,36,3624,104,14,24,107,17,22,7,131,27,44,67,5,206,100,4,2,7287
3/23/2020,14,29,26,82,482,129,88,21,31,222,179,12,14,5,236,58,15,55,326,131,44,18,290,63,76,40,11,34,2,3,23,937,17,55,5077,80,14,29,166,23,104,6,109,337,77,34,23,225,34,4,3,10113
3/24/2020,5,46,36,92,403,191,203,46,17,185,293,19,18,23,251,102,14,32,221,381,61,11,462,29,73,67,6,103,4,3,7,824,13,32,4669,131,25,19,207,0,43,3,60,192,41,36,19,234,41,18,8,10019
3/25/2020,17,144,74,75,528,175,257,48,15,563,293,17,23,49,328,118,33,39,411,678,74,24,503,26,98,61,14,103,9,7,29,727,17,127,7390,143,58,56,344,25,84,11,113,317,47,100,28,126,129,11,12,14698
3/26/2020,10,145,32,107,850,343,137,36,0,483,250,5,34,67,676,482,45,50,508,579,157,14,563,57,149,110,24,127,13,11,20,1929,24,128,6008,162,79,50,492,34,29,5,176,365,65,70,35,625,123,0,6,16489
3/27/2020,16,108,48,155,858,303,279,37,46,740,564,12,55,44,487,0,34,54,440,826,193,12,801,52,161,0,31,141,10,7,30,2494,49,-16,5837,269,0,99,530,38,86,12,245,339,72,144,26,552,135,47,18,17520
3/28/2020,17,78,27,110,832,329,233,38,49,840,248,33,64,32,464,272,60,59,570,1017,222,43,994,45,166,0,27,166,25,28,27,2011,23,117,8490,269,134,65,533,36,121,10,169,310,121,135,27,531,147,17,11,20392
